zip_code,vulnerability_index,vulnerability_theme1_socioeconomic,vulnerability_theme2_household,vulnerability_theme3_minority,vulnerability_theme4_housing,healthcare_access_score,telehealth_access_score
11369,0.009604,0.009673000000000001,0.006883,0.009762999999999999,0.009772,0.87,0.892
11370,0.009214,0.00957,0.0027069999999999998,0.009375,0.009886,0.925,0.907
11371,-9.99,-9.99,-9.99,-9.99,-9.99,1.0,10.99
11372,0.009255,0.009633000000000001,0.006462,0.009549,0.008302,0.89,0.887
11373,0.009432000000000001,0.009524,0.0066500000000000005,0.00982,0.009407,0.845,0.892
11374,0.008578,0.007873,0.007150999999999999,0.009087,0.007925999999999999,0.938,0.893
11375,0.0073219999999999995,0.004759,0.005698,0.008789,0.008057,0.963,0.9390000000000001
11377,0.009019000000000001,0.008985,0.004131,0.009515000000000001,0.009151,0.925,0.845
11378,0.008681,0.008939,0.006712,0.008811,0.007117,0.9279999999999999,0.901
11379,0.008664,0.007511,0.0075439999999999995,0.008118,0.008604,0.951,0.883
11385,0.008819,0.009127999999999999,0.0042109999999999995,0.008945999999999999,0.008308,0.886,0.914
11411,0.007000999999999999,0.0052580000000000005,0.006262,0.009932,0.006170999999999999,0.955,0.913
11412,0.008383,0.007466,0.007254,0.009977,0.0073560000000000006,0.938,0.885
11413,0.007454,0.005373,0.00645,0.009982999999999999,0.007110999999999999,0.94,0.88
11414,0.00863,0.00738,0.009538,0.008017,0.006979999999999999,0.968,0.882
11415,0.008761,0.007661,0.005573,0.00898,0.009396,0.953,0.91
11416,0.008922,0.009461,0.006792,0.009685000000000001,0.006523999999999999,0.902,0.921
11417,0.008968,0.009295,0.00796,0.009577,0.006614999999999999,0.921,0.904
11418,0.00953,0.009404000000000001,0.008114,0.009538,0.009538,0.908,0.915
11419,0.008962,0.009478,0.0051400000000000005,0.009859,0.007385,0.906,0.893
11420,0.008624,0.009288999999999999,0.0036070000000000004,0.009842,0.007641,0.901,0.9359999999999999
11421,0.009151,0.009368999999999999,0.006815,0.009645,0.008245,0.896,0.921
11422,0.007913,0.007866999999999999,0.007134000000000001,0.009803,0.005641,0.94,0.873
11423,0.009484,0.00918,0.008222,0.009701,0.009647,0.9279999999999999,0.872
11424,-9.99,-9.99,-9.99,-9.99,-9.99,1.0,10.99
11426,0.007093,0.005476,0.004809,0.009425,0.007179,0.938,0.911
11427,0.009358,0.008406,0.009544,0.009611,0.008735,0.958,0.919
11428,0.008853,0.009025,0.006091,0.009758,0.0075780000000000005,0.9279999999999999,0.879
11429,0.008807,0.00875,0.007858,0.009876000000000001,0.006752,0.927,0.887
11430,-9.99,-9.99,-9.99,0.009442,-9.99,0.982,10.99
11432,0.009713000000000001,0.009558,0.007852,0.009668,0.009982999999999999,0.908,0.894
11433,0.009472000000000001,0.009736,0.008821,0.009882,0.007818,0.919,0.906
11434,0.009564,0.009249,0.008631999999999999,0.009932,0.009613,0.9299999999999999,0.896
11435,0.009518,0.009616,0.00633,0.009634,0.00967,0.914,0.923
11436,0.008653,0.008928,0.006006,0.009955,0.006957,0.931,0.86
11439,-9.99,-9.99,-9.99,0.008924,-9.99,0.992,10.99
11451,-9.99,-9.99,-9.99,-9.99,-9.99,1.0,10.99
11501,0.005033999999999999,0.0038069999999999996,0.002724,0.007994,0.006348,0.968,0.929
11507,0.004237,0.001537,0.006313,0.008732,0.004684,0.975,0.944
11509,0.001021,0.000413,0.002581,0.0036170000000000004,0.001926,0.988,0.947
11510,0.004925,0.0030220000000000004,0.005242,0.009256,0.004598,0.967,0.9339999999999999
11514,0.005654,0.0046500000000000005,0.0048720000000000005,0.00809,0.004957,0.856,0.948
11516,0.005464,0.005298000000000001,0.0036520000000000003,0.006096000000000001,0.005453,0.961,0.921
11518,0.005430000000000001,0.00461,0.007396000000000001,0.0066820000000000004,0.003766,0.973,0.917
11520,0.008888,0.008005,0.006997,0.009482,0.008877000000000001,0.9319999999999999,0.916
11530,0.0033829999999999997,0.000912,0.003584,0.005876,0.0068379999999999995,0.988,0.925
11542,0.009243,0.008468999999999999,0.0091,0.008332,0.009123,0.92,0.916
11545,0.002425,0.0009289999999999999,0.008165,0.006868,0.002,0.987,0.971
11547,0.001955,0.006542,0.001094,0.006889999999999999,0.0008150000000000001,0.956,0.921
11548,0.004335,0.008503,0.001231,0.007503999999999999,0.002114,0.963,0.966
11549,-9.99,-9.99,-9.99,0.007848,-9.99,0.955,10.99
11550,0.009667,0.009644,0.007903,0.009775,0.009715,0.882,0.876
11552,0.0063360000000000005,0.003836,0.007332999999999999,0.008744,0.005778,0.968,0.916
11553,0.009111000000000001,0.008733,0.0066549999999999995,0.009735,0.008912,0.927,0.91
11554,0.006392999999999999,0.0031709999999999998,0.006353,0.008095999999999999,0.0074470000000000005,0.957,0.905
11556,-9.99,-9.99,-9.99,-9.99,-9.99,1.0,10.99
11557,0.0032740000000000004,0.001135,0.006575,0.0072,0.004023,0.977,0.968
11558,0.0060209999999999994,0.005573,0.004148,0.007503999999999999,0.005481000000000001,0.947,0.949
11559,0.005837,0.004341,0.005111,0.006169,0.006399,0.977,0.959
11560,0.004662,0.0040420000000000005,0.0074129999999999995,0.006468000000000001,0.003009,0.958,0.94
11561,0.006416,0.003509,0.003744,0.007048,0.008712,0.955,0.935
11563,0.007403,0.0041860000000000005,0.008091000000000001,0.008045,0.007715,0.967,0.906
11565,0.0018579999999999998,0.000665,0.002359,0.00733,0.0036009999999999996,0.983,0.941
11566,0.0020239999999999998,0.001336,0.0033450000000000003,0.006118,0.00298,0.977,0.941
11568,0.00246,0.0020930000000000002,0.0012929999999999999,0.007921000000000001,0.00396,0.96,0.95
11569,0.00164,0.003452,0.0014990000000000001,0.0015149999999999999,0.002234,0.955,0.914
11570,0.005442,0.002391,0.006501,0.006834,0.006621,0.981,0.908
11572,0.004111,0.0025,0.005972,0.006592,0.003966,0.974,0.947
11575,0.007747,0.007672,0.007658000000000001,0.009921,0.004849,0.9319999999999999,0.884
11576,0.003589,0.000866,0.004222,0.007651,0.006234,0.991,0.96
11577,0.0040420000000000005,0.001026,0.005345,0.0077410000000000005,0.006063,0.973,0.955
11579,0.002213,0.00246,0.005123,0.004496,0.0018459999999999998,0.978,0.9279999999999999
11580,0.0065249999999999996,0.004937,0.004068,0.009465,0.006666999999999999,0.954,0.931
11581,0.006084000000000001,0.004432,0.005943,0.008986,0.005259000000000001,0.964,0.942
11590,0.008107999999999999,0.006508000000000001,0.007185,0.0092,0.007664,0.919,0.888
11596,0.0033889999999999997,0.001772,0.004758,0.00733,0.0039889999999999995,0.968,0.944
11598,0.0046960000000000005,0.002735,0.00306,0.005865,0.007123000000000001,0.964,0.962
11691,0.009903,0.009822,0.009698,0.009386,0.009892,0.904,0.876
11692,0.009673000000000001,0.00949,0.009328,0.009651,0.009208,0.948,0.855
11693,0.009736,0.009312,0.009459,0.008856000000000001,0.009943,0.927,0.901
11694,0.009094,0.007678000000000001,0.008409999999999999,0.007228,0.009778,0.966,0.911
11697,0.00133,0.001072,0.002234,0.0029070000000000003,0.002581,0.996,0.881
