zip_code,population_density,population_density_norm,bird_density,bird_density_norm,water_proximity,water_proximity_norm,healthcare_capacity,healthcare_capacity_norm,vulnerability_index,vulnerability_index_norm,risk_score,risk_category
11378,3297.547883909205,0.08670917426926376,2239.0,0.736270963498849,1.0,1.0,0.928,0.06920762286860582,0.008681,0.8681,0.5533249894286586,High
11421,7380.47841435035,0.19407002158882514,2239.0,0.736270963498849,1.0,1.0,0.896,0.10130391173520559,0.009151,0.9150999999999999,0.5857248301452089,High
11422,3598.05428101542,0.09461100389328776,2239.0,0.736270963498849,1.0,1.0,0.94,0.0571715145436309,0.007913,0.7913,0.5502568360021671,High
11385,6133.726102163759,0.1612866118207651,2239.0,0.736270963498849,1.0,1.0,0.886,0.11133400200601806,0.008819,0.8819,0.5768719867302752,High
11411,3610.8593063051526,0.09494771262609726,2239.0,0.736270963498849,1.0,1.0,0.955,0.04212637913741224,0.007001,0.7001000000000001,0.5442764996447477,High
11412,5112.271783444727,0.1344274232212344,2239.0,0.736270963498849,0.0,0.0,0.938,0.05917753259779346,0.008383,0.8382999999999999,0.41276154263957,Medium
11413,3040.6284263503403,0.07995346523851972,2239.0,0.736270963498849,1.0,1.0,0.94,0.0571715145436309,0.007454,0.7454,0.5442974513384752,High
11414,2642.4888086788264,0.06948436555974524,2239.0,0.736270963498849,1.0,1.0,0.968,0.029087261785356144,0.00863,0.863,0.544751751142954,High
11420,4993.253057518895,0.13129782031297446,2239.0,0.736270963498849,1.0,1.0,0.901,0.0962888665997994,0.008624,0.8623999999999999,0.5668952753127057,High
11418,5088.116224796475,0.13379225168828318,2239.0,0.736270963498849,0.8150628049970521,0.8150628049970521,0.908,0.08926780341023066,0.00953,0.953,0.5436061975871338,High
11419,9306.769791557146,0.24472194253124233,2239.0,0.736270963498849,0.6204063770629004,0.6204063770629004,0.906,0.09127382146439311,0.008962,0.8961999999999999,0.539500757913167,High
11423,5009.976990221072,0.13173757689762228,2239.0,0.736270963498849,0.8154911472519313,0.8154911472519313,0.928,0.06920762286860582,0.009484,0.9483999999999999,0.5409207621735379,High
11426,3171.206351905804,0.08338701783618062,2239.0,0.736270963498849,1.0,1.0,0.938,0.05917753259779346,0.007093,0.7093,0.5435514412933066,High
11427,3445.988925272969,0.09061243832408712,2239.0,0.736270963498849,1.0,1.0,0.958,0.03911735205616851,0.009358,0.9358,0.5546767783611207,High
11428,5205.20448541341,0.13687109292187372,2239.0,0.736270963498849,0.6860788640868063,0.6860788640868063,0.928,0.06920762286860582,0.008853,0.8853,0.519637298704832,High
11436,5818.113982866654,0.15298757653240358,2239.0,0.736270963498849,0.935408504314581,0.935408504314581,0.931,0.06619859578736198,0.008653,0.8653,0.5597649629335064,High
11691,5233.557352156048,0.13761663286548362,2239.0,0.736270963498849,1.0,1.0,0.904,0.09327983951855567,0.009903,0.9903000000000001,0.5745690757427084,High
11692,5075.19109202502,0.13345238472368134,2239.0,0.736270963498849,1.0,1.0,0.948,0.049147442326980983,0.009673,0.9672999999999999,0.5679647739881005,High
11693,2821.1580536788524,0.07418248162861613,2239.0,0.736270963498849,1.0,1.0,0.927,0.07021063189568699,0.009736,0.9736,0.5555686171712049,High
11429,3661.3104287989954,0.09627432722773653,2239.0,0.736270963498849,0.9670830106244799,0.9670830106244799,0.927,0.07021063189568699,0.008807,0.8807,0.5515090301646569,High
11432,6780.7672934328675,0.1783005899003295,2239.0,0.736270963498849,1.0,1.0,0.908,0.08926780341023066,0.009713,0.9712999999999999,0.5833888613905875,High
